prompt,classes,answer_index
"Does the following sentence have a grammatical error in it? Sentence: The mountains gladly incurred a few fingers. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Some vans daintily attended a massive desk. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Many dinners on a sea unfortunately hit the cow. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A couple sticky clams kindly implied names. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The sharp trail in the hydrant in a light map defiantly hurt the goose. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Some swings in a bread zestfully retired the plane. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Relaxed crooks in the wonderful spy gleefully sponsor brief icicles. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The proud boundaries on flocks sheepishly obey a few damaged riddles. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The nervous kites in a flag vacantly mark the hot seed. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A couple delicious cannons beautifully resemble a shiny furniture. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A frame in the crooked stream playfully balances those sharp towns. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The frame in the modern ghost intently instructs the lawyer. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The innocent tigers hastily ary tanks. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A helpless coil in a lace noisily contacts a sour tray. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The oatmeal fondly executes a skinny parent. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A funny goose fervently desires the comfortable toe. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: An uneven language afterwards assured those unusual vests. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Scary dolls vivaciously transmitted some recesses. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The deer almost counters some pans. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: An elegant toothbrush meaningfully comments the turkey. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Many bricks in a flat street helplessly reassured infamous songs. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The celery of the vacations of the bored music quirkily narrows squeaky brothers. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Many elegant jars in a purring army lazily focu the chickens. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Tame voyages strictly spot the flag. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Those clubs of a few lonely tents speedily inspired a cream. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The lonely scene sedately behaved some wrists. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A few mittens on the child greatly exerted an important cherry. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Some hearts in a station correctly chatted a kind sack. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The deafening baseball repeatedly clings the crown. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Police of the idea unnecessarily organize those adorable magics. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Many soft daughters tremendously situated the cellar. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The beetle absentmindedly upset the classes. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The birthday truly diminishes the shapes. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Some weary horns in the month daily freed both icy homes. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A couple songs colorfully convict a cow. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Those lunchrooms questionably advertised the deer. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A throat warmly substitutes a doubtful flower. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Panicky afternoons on a cave queerly flashed the faithful lace. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The grasses voluntarily repeated a few high-pitched flavors. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A few bloody steps separately refuse the sweet popcorn. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Some bananas of a snail furiously stretched a grain. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The hurt boys in the dog sharply whisper the harsh room. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The funny steps in the sour throne busily locate a revolting tree. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The damaged spark powerfully questions those magics. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Months in a spot always delayed the station. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The horn in a book vacantly yields the shaky horn. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The rainstorm far enforced an owl. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Battles scarcely sort a lace. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The uneven string of those armies kindheartedly lacked those hydrants. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A couple fresh desks gleefully ban the round dusts. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A swift book madly generated many hushed cannons. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A few wealth upbeat labelled unsightly armies. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The greasy month in a toad in the sidewalks gleefully blocked the jellyfish. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Those hurt scales in a lace soon blocked some wet tempers. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The bath in a couple parents frankly whisperred the friction. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A panicky jellyfish in the disturbed guns voluntarily fired the damp icicles. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The grasses in the heart frenetically dedicated a mute guitar. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A high-pitched cent monthly calculates clubs. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: An advice lightly bound frantic treatments. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Those blushing cacti of the squeaky kitten vaguely sprang wild maids. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Both difficult cattles of the rubbery pail sheepishly bury some winters. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Tigers cautiously schedule a frog. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Many drums wonderfully interview the gleaming family. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The heart of the helpful owl joyously hung a couple partners. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The crown certainly repeats a tiny clam. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Important locks of a harsh flower quicker research the solid swing. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The meal easily advises the massive cave. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A mint joyfully cross those fruits. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Tame achieves bitchingly rescued many toes. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: A caption of a new cast lazily topped a fight. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The patch in a condemned calculator youthfully committed crowds. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: Those angers in a meal surprisingly endorsed the icicles. Answer:","[' Yes', ' No']",1
"Does the following sentence have a grammatical error in it? Sentence: The breakable afterthought in the terrible cats partially convinces those angers. Answer:","[' Yes', ' No']",1
