prompt,classes,answer_index
Does the following sentence have a grammatical error in it? Sentence: Many deer jovially judge the dress. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The snails in the curved beans mysteriously appoint the trays. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The answer in an enthusiastic sink patiently denies the robust tiger. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A rich breakfast soon committed the wealth. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The early brother deliberately blew a few animals. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The tasty butter limply aided many baits. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The filthy creatures lovingly command a squirrel. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some songs obediently relied flaky crowds. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The believe safely incurs a lace. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Pleasant passengers yawningly interpret a lake. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The young pie usefully disliked the helpless grandfather. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The sinks of a triangular fireman greedily check the boiling turkey. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A plantation not fucked a drab plane. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A lawyer generally arranges noses. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The actions in the guide in both playgrounds swiftly beat the shy pail. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Both sleepy cemeteries in the graceful horns mostly induce the crazy guide. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The grandmother knowledgeably backed those meals. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A friendly faucet in many homes mechanically rated the bitter parents. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some shapes in the dirty summer sympathetically cease the gloves. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A cactus shrilly creeps those drums. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those pockets gladly teach some voyages. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A reward promptly cries some cloths. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A couple hilly cats slowly decorated the bath. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A battle yearningly sustained bitter sacks. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A couple spicy coils closely suppressed an uncle. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The cars coolly coloured the twig. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The average advice gently compelled those guilty sparks. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A harsh governor justly sang the marble. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Cars solidly repaired the broken wealth. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those friendly beetles loyally cooked those turkeys. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The scents carefully exploded the plots. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A rotten smoke madly denied a throne. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A governor triumphantly iewed the fake channel. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those broken years violently teach forward crates. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The pictures officially reproduce puzzled faucets. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A few fangs violently burst the baskets. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A ripe income on underwears bitterly summonned some fierce dresses. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The weak balloons in some months in the innocent cabbage reluctantly doubled friendly breads. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A few envious beginners in some average riddles mysteriously sweep sore trails. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those tigers on the grotesque flowers rudely swallowed the bun. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Toes in the sticky turkeys coolly park the pear. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A few donkeys in the plant needily boast a confused popcorn. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A few stoves of a fantastic toad abnormally account a couple creepy aftermaths. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Mailboxes angrily owed rainstorms. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A plantation on the strange rat in a pie surprisingly undermined the coils. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some revolting toads knowingly objected a clear mint. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The family in a donkey honestly reminds some average pockets. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Tame deer on those mints annually borrow a few tired railways. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some thick drugs of the jagged faucet needily embarked an important girl. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The good joke in the uncle in afterthoughts hourly respects the cave. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Fair buns enthusiastically manufactured the colourful lock. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The brief nose on a cave needily suspects tense kittens. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The damp dinner in scratchy loaves crossly proceed the harsh camp. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Many faithful pockets of a fine morning of a pot slowly crack the crook. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A cap hopelessly dropped the determined station. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The frantic fang greedily enables some honeys. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A hope eventually incorporated the warm sun. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A strange answer upright mixes some fuzzy summers. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Music on many islands playfully grasped kites. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some sparks in the fancy coaches monthly sack ancient baskets. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: An uncle righteously descends the safe table. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some upset kittens on the damp fruits tensely borrowed a dad. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A child of the faint pan abnormally released a few mad vases. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The badge in a car mysteriously prays the gloves. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The quaint meat of the infamous desk lightly criticised the meal. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Answers joyously staged the smooth route. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A few hooks on the delicious caption uselessly stated the popcorn. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The shrill scents sleepily devote some underwears. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some boots violently researched streams. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The innocent aunts of some brief quiets hopelessly marked the scale. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A couple soft creators on a mad yard jealously frightenned those rifles. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A few scenes usually boast a greasy celery. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The cuddly games in some milks unnaturally accumulated a pollution. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A broken veil broadly operated graceful girls. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The colourful lettuces happily relied many safe incomes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The splendid recesses in those hooks brightly fancy the brief incomes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The helpful baseball blissfully effected a lumber. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some earthquakes in an early snow bashfully criticise the bored weeks. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some flaky textures in both lawyers kindly arm those damaged owls. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Eyes jealously spelled a lettuce. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The encouraging pies of those long noses willfully bowed the funny partner. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The average goldfish of the galley diligently prevented a long throne. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The alarm zestily crushed the light afterthought. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Boots quaintly tore the aunt. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A loaf in both new brushes mortally boosted an infamous winter. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The cute grandmother fondly transported the splendid apparel. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those sidewalks valiantly noticed the notebooks. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The pleasure shyly stretches those soft clams. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: An earthquake reproachfully shipped both moms. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Both borders in a defiant visitor majestically complied the doctors. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The pets very completed a couple bloody women. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some cubs in a shape punctually swallow the wrist. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The furnitures interestingly organised dusts. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The frames sometimes trembled those screeching classes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The sleepy snail joshingly copes an ugly shoe. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Yards frightfully rid a cold man. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A few bubbles of the old horn seemingly recommended those solid spots. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A gigantic hydrant in an advice hungrily eliminated a calm rainstorm. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A sugar in many determined rats immediately consumed the hilly galleys. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those spotless masks in the can deeply deny stars. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Both greasy wings keenly hang a juicy pollution. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The modern shows doubtfully switch helpful fleshes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The tense bedroom kindly hated the fierce bun. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some jolly cubs beautifully initiated laces. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A few jellyfish on classes in early cobwebs ultimately poured wealth. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A puzzled throat of a hen in short fruits bitchingly aroused the wheel. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those rabbits promptly tremble the wonderful maid. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The minister in angers warmly smoked a couple elbows. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A voyage on those spaces mostly excuses a sidewalk. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The sore guides in laborers in a badge highly induced crooked stoves. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Energetic beads obnoxiously embody the bait. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The guilty baits of a bright galley on the amused test joshingly bent the sharp beads. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The bland sleet in many thundering hooks joshingly imposed a large lunch. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The pie fondly struck rich buckets. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Boundaries in the warm thrill sedately answer an acoustic. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A couple thundering kites knottily termed beads. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The alive lights of the safe battle vaguely persuaded the damaged believe. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The fast titles not assert a spoon. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The helpful dress of the morning thoughtfully scratches the straight hats. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A stove in some hens vivaciously praised the riddle. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The average throne meaningfully repeated a dirty polouse. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The tents youthfully steal the muddy bed. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A defeated string oddly employs small lamps. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The stew restfully binds spotless gloves. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The mask in a sweet rock in the old plantations famously generated some cents. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The shrill apparel in shiny tents sheepishly summed a park. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A lonely mom limply sounds some grains. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The notebook interestingly reassures a couple sisters. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A meal in the ripe hair extremely fixes a vacation. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some poised clovers of a few elated bats quaintly amend a few summers. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Many rats on the toothpastes closely realise the lively beginner. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The throne on a wonderful apparel of a few cows calmly springs cuddly shops. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The title in a beautiful creature blindly prefers a doll. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some ill ladybugs sleepily comment a few new parks. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Important snakes verbally list a flock. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A music of the mask in the apparels unnecessarily drifts the revolting family. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A harsh brother in a dirty snake bravely alleged the grades. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A grade in the sleepy sheets in a couple wheels inquisitively enhances hens. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A few hissing streams zestfully supervised the fake girl. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The narrow shape in foods zealously entails both dusts. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Sugars in scales vainly assist the bored afternoons. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The pear in a motionless crown acidly confused the sugars. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The jars reluctantly confirmed many tables. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A hydrant bitterly demonstrated a couple relieved drums. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A brief face jubilantly exerts silent angers. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A few pies justly freed the cub. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The amused circle tomorrow phoned both bricks. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A couple spies mysteriously confer amused mothers. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Beads in the shallow flag elegantly blow some adorable bubbles. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Easy health sympathetically frighten a few long winters. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Both smokes well revive a few lockets. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Both grieving dusts of the relieved riddles in a few elegant jellyfish in some cannons crossly depended the big stream. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some guilty wishes eventually distinguish some nests. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some fancy aunts oddly exhibit a coast. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The throne quietly fulfils many zebras. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Bricks very rub a bloody calculator. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The short crook in the flower gracefully suppressed a jolly mouse. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The scene shyly estimates the kitten. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The breezy seashores in an afraid throne interestingly whisperred the smoggy beetles. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A shiny fuel keenly renews beefs. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Cellars in the achieves certainly unite a bright meal. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: An activity on a thrill yearly solved the loose marbles. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those wings in a frowning sugar reluctantly objected the obedient tiger. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A clean flock in the scratchy police badly implied a dock. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The cautious arm of both fields carelessly resulted the short sheets. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The basketball swiftly restricted the healthy dusts. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The horses of some delightful angers of the stranger loudly recognized many sour coils. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The maid sternly bends the tiny plant. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A filthy slave of some uneven thrones yawningly permitted the mitten. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Many weak celeries enthusiastically recover the victorious celery. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A route openly boasted baths. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Filthy tempers in a quaint wren unnaturally analysed a prickly tiger. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The jealous street on strings enormously delivers some dresses. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Many sweet cars on an airplane thoroughly implied the planes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The innocent dust in those thick rakes sharply tightenned a drab grape. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The rapid health of the soft food overconfidently impress both coaches. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A worried woman tomorrow negotiated a disgusted carpenter. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some bedrooms tensely researched a crib. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A lonely game loftily attacked the condemned juices. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The dull geese famously captured some flowers. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A healthy shape enthusiastically names a shrill rabbit. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The witty man gladly occupied a class. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Both rewards in the brain bitchingly shop a disgusted goose. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Summers lazily account those gates. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A smooth nose of a caption delightfully banged a marble. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Many believes in a step quizzically dug those grades. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some alive creams in both jokes coaxingly consulted the angry hook. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those suits in the giraffe fatally rejected a narrow pail. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Jealous dusts strictly swear light guides. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The solid boys in both vases gratefully search a crook. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The jellyfish carelessly cared the noisy cats. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A rainstorm in the underwear gleefully strips the woman. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A beautiful car in those long dimes upbeat tastes uptight flavors. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Splendid dinners in those trays broadly depict a few old-fashioned lunches. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Soft boundaries overconfidently situate the tasty donkey. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those rubbery plantations quarrelsomely integrate a dress. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A clover utterly leaned popcorns. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Brave beginners actually inserted an eager wrist. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The broken baseball of the rocks shyly inspected an upset hill. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The helpless strangers scarily advise some squealing juices. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A cute glove of the thick smokes in the polouse weakly stimulates a cooperative rabbit. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A couple innocent territories triumphantly combine a cracker. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A wooden beam in a hose not missed breads. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Underwears valiantly forgave a texture. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those boys in guilty icicles in a confused scarf yesterday melt the filthy weathers. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A channel of the unusual shapes courageously substituted some straight animals. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Sour spots of some helpful notebooks evenly breathed both hot sisters. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some streets obediently financed a super army. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The soft lettuces abnormally initiate the stupid afternoons. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A strange rain youthfully qualifies a kitten. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Gigantic icicles dreamily rewarded those rich guitars. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The animal on the graceful incomes joyously accounted a couple old rifles. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The disturbed circle dearly crept meals. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The rock on the alright wing on the horse jubilantly tucks the flavor. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Some acoustics solemnly inhibit the spy. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A sticky pocket in the table boastfully defined the cake. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: An embarrassed flesh on silly toads only assures a couple tigers. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The sore branches knowledgeably brush both sweet fangs. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: An oatmeal on the tempers instantly swallows the dangerous mitten. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Children of a few tubs quirkily conducted a clean dress. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The bean in the cloths on a beginner seriously shot sane boys. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Those shapes in a cub offensively dream the thrill. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The super slave of some lovely meals unfortunately grants the breezy pen. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The stove in the cruel faucet in the army madly dressed some shoes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The shy airport of the powerful coast fairly strained a fantastic coil. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A pocket in the pie obnoxiously benefits both partners. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The thrill in the melodic polouse actually embarked both revolting ideas. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A glorious tent on incomes rightfully permits a governor. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: The bananas on the scent violently awaited the brick. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: An ill mint foolishly allocated giraffes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: Seeds busily bit the planes. Answer:,[' Yes', ' No'],1
Does the following sentence have a grammatical error in it? Sentence: A summer in those fancy spots verbally arises some writers. Answer:,[' Yes', ' No'],1
